modelId,type,inst,name,stateCode,stateLabel
belimo-vav-compact-modbus,MB,104,"Malfunction and Service Information Value is bit-coded. More than one bit can be set to 1 All bits not montioned in the enumeration are not used for this actuator range Mechanical travel increased: The actuator has been moved outside the adapted working range Actuator cannot move: Mechanical overload e.g. blocked actuator, etc. Internal activity: Actuator performs a test run, adaption, etc. Gear disengaged: The gear disengaged button is pressed Bus Watchdog triggered: Timeout for the Bus Watchdog expired",9,Gear disengaged Bit
belimo-vav-compact-modbus,MB,104,"Malfunction and Service Information Value is bit-coded. More than one bit can be set to 1 All bits not montioned in the enumeration are not used for this actuator range Mechanical travel increased: The actuator has been moved outside the adapted working range Actuator cannot move: Mechanical overload e.g. blocked actuator, etc. Internal activity: Actuator performs a test run, adaption, etc. Gear disengaged: The gear disengaged button is pressed Bus Watchdog triggered: Timeout for the Bus Watchdog expired",10,Bus Watchdog triggered
belimo-vav-compact-modbus,MB,107,Sensor 1 Type If Setpoint Source (Register 119) is analog (Hybrid mode) the sensor type 1 can be set to Active(1) in order to see the Setpoint Analog in mV,0,None
belimo-vav-compact-modbus,MB,107,Sensor 1 Type If Setpoint Source (Register 119) is analog (Hybrid mode) the sensor type 1 can be set to Active(1) in order to see the Setpoint Analog in mV,1,Active / Hybrid
belimo-vav-compact-modbus,MB,107,Sensor 1 Type If Setpoint Source (Register 119) is analog (Hybrid mode) the sensor type 1 can be set to Active(1) in order to see the Setpoint Analog in mV,2,–
belimo-vav-compact-modbus,MB,107,Sensor 1 Type If Setpoint Source (Register 119) is analog (Hybrid mode) the sensor type 1 can be set to Active(1) in order to see the Setpoint Analog in mV,3,–
belimo-vav-compact-modbus,MB,107,Sensor 1 Type If Setpoint Source (Register 119) is analog (Hybrid mode) the sensor type 1 can be set to Active(1) in order to see the Setpoint Analog in mV,4,Switch Default: None(0)
belimo-vav-compact-modbus,MB,108,"Bus Fail Position Modbus communication is not monitored as standard. In the event of a breakdown in communication, the actuator retains the current setpoint The bus implementation tracks the Modbus communication. If neither the Setpoint (Register No. 1) nor the Override Control (Register No. 2) is renewed before the Timeout for Bus Watchdog (Register No. 110) expires, the actuator controls to the Bus Fail Position Triggered bus watchdog is indicated in the Malfunction and Service Information (Register No. 105)",0,None / Last setpoint
belimo-vav-compact-modbus,MB,108,"Bus Fail Position Modbus communication is not monitored as standard. In the event of a breakdown in communication, the actuator retains the current setpoint The bus implementation tracks the Modbus communication. If neither the Setpoint (Register No. 1) nor the Override Control (Register No. 2) is renewed before the Timeout for Bus Watchdog (Register No. 110) expires, the actuator controls to the Bus Fail Position Triggered bus watchdog is indicated in the Malfunction and Service Information (Register No. 105)",1,Fast close
belimo-vav-compact-modbus,MB,108,"Bus Fail Position Modbus communication is not monitored as standard. In the event of a breakdown in communication, the actuator retains the current setpoint The bus implementation tracks the Modbus communication. If neither the Setpoint (Register No. 1) nor the Override Control (Register No. 2) is renewed before the Timeout for Bus Watchdog (Register No. 110) expires, the actuator controls to the Bus Fail Position Triggered bus watchdog is indicated in the Malfunction and Service Information (Register No. 105)",2,Fast open
belimo-vav-compact-modbus,MB,108,"Bus Fail Position Modbus communication is not monitored as standard. In the event of a breakdown in communication, the actuator retains the current setpoint The bus implementation tracks the Modbus communication. If neither the Setpoint (Register No. 1) nor the Override Control (Register No. 2) is renewed before the Timeout for Bus Watchdog (Register No. 110) expires, the actuator controls to the Bus Fail Position Triggered bus watchdog is indicated in the Malfunction and Service Information (Register No. 105)",3,Mid position (parameterized) Default: None(0)
belimo-vav-compact-modbus,MB,116,Control Mode,0,Position control
belimo-vav-compact-modbus,MB,116,Control Mode,1,Flow control
belimo-vav-compact-modbus,MB,117,Unit Selection Flow,0,m3/s
belimo-vav-compact-modbus,MB,117,Unit Selection Flow,1,m3/h
belimo-vav-compact-modbus,MB,117,Unit Selection Flow,2,l/s
belimo-vav-compact-modbus,MB,117,Unit Selection Flow,3,l/min
belimo-vav-compact-modbus,MB,117,Unit Selection Flow,4,l/h
belimo-vav-compact-modbus,MB,117,Unit Selection Flow,5,gpm
belimo-vav-compact-modbus,MB,117,Unit Selection Flow,6,cfm Default: m3/h(1)
belimo-vav-compact-modbus,MB,118,Setpoint Source Analog: Setpoint from analog signal 0 ... 10 V on wire 3 Bus: Setpoint from Modbus (Register 1),0,Analog
belimo-vav-compact-modbus,MB,118,Setpoint Source Analog: Setpoint from analog signal 0 ... 10 V on wire 3 Bus: Setpoint from Modbus (Register 1),1,Bus Default: Bus(1)
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,1,CondWaterFlowStatus,0,No Flow
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,1,CondWaterFlowStatus,1,Flow
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,2,EvapWaterFlowStatus,0,No Flow
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,2,EvapWaterFlowStatus,1,Flow
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,4,UnitOnOff,0,Chiller Off
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,4,UnitOnOff,1,Chiller On
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,5,RunEnabled,0,Off
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,5,RunEnabled,1,Run Al- lowed Default: NA
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,6,ChillerLimited,0,Not Limited
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,6,ChillerLimited,1,Limited
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,7,ChillerEnableOutput,0,Disable
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,7,ChillerEnableOutput,1,Enable
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,8,EvapPump1State,0,Pump Off Request
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,8,EvapPump1State,1,Pump On Request
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,10,AlarmDigitalOutput,0,No Alarm
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,10,AlarmDigitalOutput,1,Alarm
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,11,CondPump1State,0,Pump Off Request
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,11,CondPump1State,1,Pump On Request
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,163,C1Cmp1Unavailable,0,Available
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,BI,163,C1Cmp1Unavailable,1,Unavailable Default: NA
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,1,UnitStatus,1,OFF
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,1,UnitStatus,2,START
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,1,UnitStatus,3,RUN
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,1,UnitStatus,4,PRESHUT- DOWN
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,1,UnitStatus,5,SERVICE
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,2,ActiveMode,1,ICE
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,2,ActiveMode,2,COOL
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,2,ActiveMode,3,HEAT
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,2,ActiveMode,4,COOL/HEAT RECOVERY Default:
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,2,ActiveMode,2,COOL
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,7,RefrigerantType,1,R22
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,7,RefrigerantType,2,R134a
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,7,RefrigerantType,3,R407c
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,7,RefrigerantType,4,R410a
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,7,RefrigerantType,5,R32
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,7,RefrigerantType,6,R454C
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,7,RefrigerantType,7,R513A
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,7,RefrigerantType,8,R515B
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,7,RefrigerantType,9,R1233zd(E)
daikin-microtech-agz-f-wmt-chillers-bacnet-modbus-co,MSV,7,RefrigerantType,10,R1234ze(E)
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,AI,234,C1EconRefPress,0,Normal
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,AI,234,C1EconRefPress,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,AI,235,C2EconRefPress,0,Normal
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,AI,235,C2EconRefPress,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,AI,238,C1EconRefTemp,0,Normal
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,AI,238,C1EconRefTemp,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,AI,239,C2EconRefTemp,0,Normal
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,AI,239,C2EconRefTemp,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,1,CondWaterFlow- Status,0,No Flow (Inac- tive)
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,1,CondWaterFlow- Status,1,Flow (Active) Default: NA
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,2,EvapWaterFlowSta- tus,0,No Flow (Inac- tive)
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,2,EvapWaterFlowSta- tus,1,Flow (Active) Default: NA
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,4,UnitOnOff,0,Chiller OFF
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,4,UnitOnOff,1,Chiller ON Default: NA
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,5,RunEnabled,0,OFF (Inactive)
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,5,RunEnabled,1,Run Allowed (Active) Default: NA
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,6,ChillerLimited,0,Not Limited (Inactive)
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,6,ChillerLimited,1,Limited (Active) Default: NA
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,7,ChillerEnableOutput,0,Disable (Inactive)
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,7,ChillerEnableOutput,1,Enable (Active) Default: NA
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,8,EvapPump1State,0,Pump OFF Request
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,8,EvapPump1State,1,Pump ON Re- quest Default: NA
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,10,AlarmDigitalOutput,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,10,AlarmDigitalOutput,1,Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,11,CondPump1State,0,Pump OFF Request
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,11,CondPump1State,1,Pump ON Re- quest Default: NA
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,12,CondPump2State,0,Pump OFF Request
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,12,CondPump2State,1,Pump ON Re- quest Default: NA
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,13,C1MotorProtect,0,Normal
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,13,C1MotorProtect,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,17,MainPwrLoss,0,Normal
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,17,MainPwrLoss,1,"Power Loss, Default: NA"
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,18,C1HighPress,0,Normal
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,18,C1HighPress,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,24,C1NbrRestarts,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,24,C1NbrRestarts,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,40,UnitGroundFault,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,40,UnitGroundFault,1,Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,41,C1GroundFault,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,41,C1GroundFault,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,42,C2GroundFault,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,42,C2GroundFault,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,45,EvapExvCommFail,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,45,EvapExvCommFail,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,46,DcFanCtrlCommFail,0,Normal
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,46,DcFanCtrlCommFail,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,47,EconExvCommFail,0,Normal
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,47,EconExvCommFail,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,48,C1Cmp1LowPr DiffOrRatio,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,48,C1Cmp1LowPr DiffOrRatio,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,49,C2Cmp1LowPr DiffOrRatio,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,49,C2Cmp1LowPr DiffOrRatio,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,52,C1Cmp1MultiStartFail,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,52,C1Cmp1MultiStartFail,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,53,C2Cmp1MultiStartFail,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,53,C2Cmp1MultiStartFail,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,56,C1EvapExvMtrFault,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,56,C1EvapExvMtrFault,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,57,C2EvapExvMtrFault,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,57,C2EvapExvMtrFault,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,64,C1DcFanFault,0,Normal
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,64,C1DcFanFault,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,65,C2DcFanFault,0,Normal
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,65,C2DcFanFault,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,70,C1Co1HighVfdCurrent,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,70,C1Co1HighVfdCurrent,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,71,C2Co1HighVfdCurrent,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,71,C2Co1HighVfdCurrent,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,149,RpdRestoreCommFail,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,149,RpdRestoreCommFail,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,163,C1Cmp1Unavailable,0,Available
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BI,163,C1Cmp1Unavailable,1,Unavailable
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,9,C1OffCmpCtrlrComFail,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,9,C1OffCmpCtrlrComFail,1,Alarm”
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,13,C1OffEXVCrtlrComFail,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,13,C1OffEXVCrtlrComFail,1,Alarm”
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,17,AlarmLimitCtrlrCommFail,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,17,AlarmLimitCtrlrCommFail,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,22,UnitOffCndLvgW- TempSen/,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,22,UnitOffCndLvgW- TempSen/,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,23,C1OffCtrlCardTmpHi,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,23,C1OffCtrlCardTmpHi,1,Alarm”
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,27,C1OffMtrEarthLkg,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,27,C1OffMtrEarthLkg,1,Alarm”
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,31,C1OffMtrPhaseLoss,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,31,C1OffMtrPhaseLoss,1,Alarm”
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,35,C1OffMainPhaseLoss,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,35,C1OffMainPhaseLoss,1,Alarm”
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,501,EvapEntWTempSensor- Fail,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,501,EvapEntWTempSensor- Fail,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,533,StartInhbtAmbTempLow,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,533,StartInhbtAmbTempLow,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,535,C1InhbtLoadCondPressHi,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,535,C1InhbtLoadCondPressHi,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,540,C1UnloadCondPressHi,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,540,C1UnloadCondPressHi,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,556,C1InhbtLoadEvapPressLo,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,556,C1InhbtLoadEvapPressLo,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,561,C1UnloadEvapPressLow,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,561,C1UnloadEvapPressLow,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,565,C1Cmp1UnloadAmpsHi,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,565,C1Cmp1UnloadAmpsHi,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,575,EvPumpFault1,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,575,EvPumpFault1,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,576,EvPumpFault2,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,576,EvPumpFault2,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,578,C1Cmp1HoldAmpsHi,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,578,C1Cmp1HoldAmpsHi,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,605,UnitOFFOATempSenFail,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,605,UnitOFFOATempSenFail,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,606,C1Cmp1OffCurrentHi,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,606,C1Cmp1OffCurrentHi,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,655,C1OffOverVoltage,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,655,C1OffOverVoltage,1,Alarm”
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,661,C1OffUnderVoltage,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,661,C1OffUnderVoltage,1,Alarm”
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,668,C1CondPsenf,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,668,C1CondPsenf,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,676,C1OFF CondPressHi,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,676,C1OFF CondPressHi,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,688,C1Comp1OFF- DischTempSen,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,688,C1Comp1OFF- DischTempSen,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,694,C1Comp1OFFDischTem- pHi,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,694,C1Comp1OFFDischTem- pHi,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,702,UnitOffEvpLvgW- TempSen/,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,702,UnitOffEvpLvgW- TempSen/,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,704,C1LowEvPr,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,704,C1LowEvPr,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,711,C1EvapPsenf,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,711,C1EvapPsenf,1,In Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,748,UnitOFFEvapLvgW- TempSen,0,No Alarm
daikin-microtech-iii-4-agz-amz-ads-awv-wme-wwv-chillers-bacnet-lonworks,BV,748,UnitOFFEvapLvgW- TempSen,1,In Alarm
